organization_name,organization_user_name,organization_github_url,organization_website,location_city,location_country,form_of_organization,organization_avatar,organization_public_repos,organization_created,organization_last_update,rubric
Energy Sparks,Energy-Sparks,https://github.com/Energy-Sparks,https://energysparks.uk/,,UK,non-profit,https://avatars.githubusercontent.com/u/66954989?v=4,3,2020-06-15 13:06,2021-11-17 11:32,
Protect Earth,protect-earth,https://github.com/protect-earth,https://protect.earth,Corsham,UK,non-profit,https://avatars.githubusercontent.com/u/62665039?v=4,2,2020-03-25 17:22,2021-10-14 07:39,
mySociety,mysociety,https://github.com/mysociety,https://www.mysociety.org/,,UK,non-profit,https://avatars.githubusercontent.com/u/141338?v=4,289,2009-10-18 17:02,2021-11-19 13:46,
Our World in Data,owid,https://github.com/owid,https://ourworldindata.org,,UK,non-profit,https://avatars.githubusercontent.com/u/14187135?v=4,34,2015-09-08 20:32,2021-11-19 23:17,
Open Climate Fix,openclimatefix,https://github.com/openclimatefix,openclimatefix.org,London,UK,non-profit,https://avatars.githubusercontent.com/u/48357542?v=4,29,2019-03-08 14:17,2021-11-19 16:55,
Exeter Climate Systems,ExeClim,https://github.com/ExeClim,https://execlim.github.io/IscaWebsite/,,UK,academia,https://avatars.githubusercontent.com/u/13350658?v=4,2,2015-07-15 13:36,2021-11-15 12:34,
Imperial College London,ImperialCollegeLondon,https://github.com/ImperialCollegeLondon,https://www.imperial.ac.uk/,London,UK,academia,https://avatars.githubusercontent.com/u/1220306?v=4,332,2011-11-25 14:16,2021-11-19 15:06,
Materials Design Group,WMD-group,https://github.com/WMD-group,https://wmd-group.github.io,London,UK,academia,https://avatars.githubusercontent.com/u/1716969?v=4,47,2012-05-08 13:09,2021-11-14 09:52,
roocs - remote operations on climate simulations,roocs,https://github.com/roocs,,,UK,academia,https://avatars.githubusercontent.com/u/60000375?v=4,22,2020-01-17 11:11,2021-11-18 19:12,
Energy and Power Group,EPGOxford,https://github.com/EPGOxford,https://epg.eng.ox.ac.uk/,Oxford,UK,academia,https://avatars.githubusercontent.com/u/54850669?v=4,1,2019-09-03 13:45,2021-11-10 14:52,
Thomas Haine Research Group,hainegroup,https://github.com/hainegroup,,Southampton,UK,academia,https://avatars.githubusercontent.com/u/61514340?v=4,7,2020-02-26 17:21,2021-11-18 07:16,
Sizespectrum,sizespectrum,https://github.com/sizespectrum,https://sizespectrum.org/mizer/,,UK,academia,https://avatars.githubusercontent.com/u/13071057?v=4,10,2015-06-26 22:39,2021-11-12 16:54,
Institute for Transport Studies,ITSLeeds,https://github.com/ITSLeeds,https://environment.leeds.ac.uk/transport,Leeds,UK,academia,https://avatars.githubusercontent.com/u/22447619?v=4,46,2016-09-26 11:59,2021-11-17 13:04,
Open Source UK Energy Data,OSUKED,https://github.com/OSUKED,https://osuked.com/,,UK,community,https://avatars.githubusercontent.com/u/75696139?v=4,20,2020-12-08 19:12,2021-11-19 23:40,
Open Energy Monitor,openenergymonitor,https://github.com/openenergymonitor,http://openenergymonitor.org,"Intec, Parc Menai, Bangor",UK,community,https://avatars.githubusercontent.com/u/758944?v=4,92,2011-04-29 12:54,2021-11-16 11:08,
Emoncms,emoncms,https://github.com/emoncms,http://emoncms.org,,UK,community,https://avatars.githubusercontent.com/u/2532311?v=4,35,2012-10-10 22:47,2021-11-14 20:42,
ESA CCI Toolbox (Cate),CCI-Tools,https://github.com/CCI-Tools,https://climate.esa.int/en/explore/analyse-climate-data/,Harwell,UK,government agency,https://avatars.githubusercontent.com/u/17924920?v=4,25,2016-03-18 09:56,2021-11-19 12:14,
The Alan Turing Institute,alan-turing-institute,https://github.com/alan-turing-institute,https://turing.ac.uk,,UK,government agency,https://avatars.githubusercontent.com/u/18304793?v=4,283,2016-04-06 09:38,2021-11-19 20:47,
European Centre for Medium-Range Weather Forecasts,ecmwf-ifs,https://github.com/ecmwf-ifs,https://www.ecmwf.int,Reading,UK,government agency,https://avatars.githubusercontent.com/u/84339824?v=4,2,2021-05-17 16:16,2021-11-10 10:17,
European Centre for Medium-Range Weather Forecasts,ecmwf,https://github.com/ecmwf,www.ecmwf.int,Reading,UK,government agency,https://avatars.githubusercontent.com/u/6368067?v=4,42,2014-01-10 10:41,2021-11-19 19:53,
ECMWF projects,ecmwf-projects,https://github.com/ecmwf-projects,www.ecmwf.int,,UK,government agency,https://avatars.githubusercontent.com/u/75486320?v=4,5,2020-12-04 13:45,2021-11-15 09:16,
Met Office,MetOffice,https://github.com/MetOffice,www.metoffice.gov.uk,Exeter,UK,government agency,https://avatars.githubusercontent.com/u/6997732?v=4,38,2014-03-19 11:07,2021-11-16 16:39,
,SciTools,https://github.com/SciTools,https://scitools.org.uk/,,UK,government agency,https://avatars.githubusercontent.com/u/1391487?v=4,35,2012-01-30 14:09,2021-11-19 21:14,
NCAS CMS,NCAS-CMS,https://github.com/NCAS-CMS,http://cms.ncas.ac.uk/,,UK,government agency,https://avatars.githubusercontent.com/u/31280705?v=4,15,2017-08-23 13:21,2022-02-22 17:17,
WorldPop,wpgp,https://github.com/wpgp,https://www.worldpop.org,University of Southampton,UK,academia,https://avatars.githubusercontent.com/u/33325143?v=4,22,2017-11-02 15:51,2022-01-27 02:51,
My Climate Journey,My-Climate-Journey,https://github.com/My-Climate-Journey,https://www.myclimatejourney.co/,,USA,for-profit,https://avatars.githubusercontent.com/u/69079044?v=4,1,2020-08-01 12:37,2021-07-22 14:16,
Weights & Biases,wandb,https://github.com/wandb,https://wandb.ai,"San Francisco, CA",USA,for-profit,https://avatars.githubusercontent.com/u/26401354?v=4,124,2017-03-14 06:43,2021-11-19 20:55,
FarmBot,FarmBot,https://github.com/FarmBot,https://farm.bot,"San Luis Obispo, CA 93401",USA,for-profit,https://avatars.githubusercontent.com/u/5784869?v=4,7,2013-10-27 04:07,2021-11-19 23:04,
Breaking Bytes,BreakingBytes,https://github.com/BreakingBytes,http://breaking-bytes.mikofski.io/,"Oakland, CA",USA,for-profit,https://avatars.githubusercontent.com/u/1437576?v=4,8,2012-02-14 18:47,2021-05-24 17:54,
"Ecotope, Inc.",EcotopeResearch,https://github.com/EcotopeResearch,www.ecotope.com,"Seattle, WA",USA,for-profit,https://avatars.githubusercontent.com/u/10763891?v=4,14,2015-01-29 21:09,2021-10-27 21:31,
Regen Network,regen-network,https://github.com/regen-network,https://www.regen.network,,USA,for-profit,https://avatars.githubusercontent.com/u/32378558?v=4,65,2017-09-29 01:53,2021-11-18 19:26,
Breakthrough Energy,Breakthrough-Energy,https://github.com/Breakthrough-Energy,https://breakthrough-energy.github.io/docs/,,USA,for-profit,https://avatars.githubusercontent.com/u/68243594?v=4,11,2020-07-13 17:08,2021-11-17 01:52,
Microsoft Azure,Azure,https://github.com/Azure,https://docs.microsoft.com/en-us/azure/,"Redmond, WA",USA,for-profit,https://avatars.githubusercontent.com/u/6844498?v=4,1618,2014-03-03 22:17,2021-11-19 23:35,
Carbonfact,kansoapp,https://github.com/kansoapp,https://www.carbonfact.com,,USA,for-profit,https://avatars.githubusercontent.com/u/79087885?v=4,2,2021-02-15 11:17,2021-11-08 11:46,
Open NanoCarbon,hsbay,https://github.com/hsbay,http://www.autofracture.com/opencarbon,"Horseshoe Bay, CA",USA,for-profit,https://avatars.githubusercontent.com/u/35169692?v=4,2,2018-01-06 13:36,2021-11-10 10:30,
EnergyPATHWAYS,energyPATHWAYS,https://github.com/energyPATHWAYS,https://www.evolved.energy/,2443 Fillmore St #380-5304,USA,for-profit,https://avatars.githubusercontent.com/u/16344026?v=4,3,2015-12-18 01:09,2021-10-18 17:33,
Google,google,https://github.com/google,https://opensource.google/,"Mountain View, CA",USA,for-profit,https://avatars.githubusercontent.com/u/1342004?v=4,2139,2012-01-18 01:30,2021-11-19 22:27,
Intake,intake,https://github.com/intake,https://www.anaconda.com/,"Austin, TX",USA,for-profit,https://avatars.githubusercontent.com/u/1469464?v=4,29,2012-02-24 12:45,2021-11-18 19:47,
Microsoft,microsoft,https://github.com/microsoft,https://opensource.microsoft.com,"Redmond, WA",USA,for-profit,https://avatars.githubusercontent.com/u/6154722?v=4,4485,2013-12-10 19:06,2021-11-20 00:29,
OpenTreeMap,OpenTreeMap,https://github.com/OpenTreeMap,www.opentreemap.org,"Philadelphia, PA",USA,for-profit,https://avatars.githubusercontent.com/u/1125635?v=4,13,2011-10-13 13:39,2021-10-16 22:50,
Patch,patch-technology,https://github.com/patch-technology,https://patch.io,"San Francisco, CA",USA,for-profit,https://avatars.githubusercontent.com/u/63677591?v=4,4,2020-04-14 21:03,2021-11-15 18:56,
Blue Marble Analytics,blue-marble,https://github.com/blue-marble,https://www.bluemarble.run,"San Francisco, CA",USA,for-profit,https://avatars.githubusercontent.com/u/22780527?v=4,1,2016-10-11 22:48,2021-11-10 06:38,
OpenEEmeter,openeemeter,https://github.com/openeemeter,recurve.com,,USA,for-profit,https://avatars.githubusercontent.com/u/19336002?v=4,2,2016-05-12 23:22,2021-11-19 17:21,
Stripe,stripe,https://github.com/stripe,https://stripe.com,"San Francisco, CA",USA,for-profit,https://avatars.githubusercontent.com/u/856813?v=4,82,2011-06-17 15:42,2021-11-20 00:40,
Cloud to Street,cloudtostreet,https://github.com/cloudtostreet,https://cloudtostreet.ai/,New York City,USA,for-profit,https://avatars.githubusercontent.com/u/33142951?v=4,8,2017-10-27 03:45,2021-09-16 15:59,
Google Cloud Platform,GoogleCloudPlatform,https://github.com/GoogleCloudPlatform,https://cloud.google.com,,USA,for-profit,https://avatars.githubusercontent.com/u/2810941?v=4,946,2012-11-16 04:52,2021-11-19 23:24,
OpenEVSE,OpenEVSE,https://github.com/OpenEVSE,http://www.openevse.com,"5521 Cannon Drive, Suite 101 Monroe NC, 28110",USA,for-profit,https://avatars.githubusercontent.com/u/14914533?v=4,16,2015-09-30 20:32,2021-11-10 11:46,
International Business Machines,IBM,https://github.com/IBM,https://www.ibm.com/opensource/,"Armonk, NY",USA,for-profit,https://avatars.githubusercontent.com/u/1459110?v=4,2278,2012-02-21 22:13,2021-11-19 23:15,
Open Source Strategies,opentaps,https://github.com/opentaps,https://www.opensourcestrategies.com/,,USA,for-profit,https://avatars.githubusercontent.com/u/79276703?v=4,10,2021-02-18 17:44,2021-11-19 13:35,
Catalyst Cooperative,catalyst-cooperative,https://github.com/catalyst-cooperative,https://catalyst.coop,"Boulder, CO",USA,for-profit,https://avatars.githubusercontent.com/u/25487946?v=4,39,2017-02-01 17:43,2021-11-14 21:09,
DSSAT Foundation,DSSAT,https://github.com/DSSAT,http://dssat.net/,,USA,for-profit,https://avatars.githubusercontent.com/u/2651814?v=4,27,2012-10-25 19:26,2021-11-19 11:07,
APA Technology Division,APA-Technology-Division,https://github.com/APA-Technology-Division,https://tech.planning.org/,"Chicago,  IL  60601",USA,for-profit,https://avatars.githubusercontent.com/u/64234845?v=4,2,2020-04-24 00:06,2021-11-16 06:10,
The Washington Post,washingtonpost,https://github.com/washingtonpost,https://washpost.engineering/,"Washington, D.C.",USA,for-profit,https://avatars.githubusercontent.com/u/1963554?v=4,72,2012-07-12 14:10,2021-11-19 18:51,
BlinkTag,BlinkTagInc,https://github.com/BlinkTagInc,https://blinktag.com,"San Francisco, CA",USA,for-profit,https://avatars.githubusercontent.com/u/12618433?v=4,31,2015-05-26 23:48,2021-11-13 08:40,
SunPower,SunPower,https://github.com/SunPower,https://sunpower.github.io/,"San Jose, CA",USA,for-profit,https://avatars.githubusercontent.com/u/1341977?v=4,18,2012-01-18 01:25,2021-10-29 19:53,
Atmospheric and Environmental Research R&C,AER-RC,https://github.com/AER-RC,https://www.aer.com/science-research/atmosphere/radiative-transfer/,,USA,for-profit,https://avatars.githubusercontent.com/u/43891147?v=4,15,2018-10-05 18:08,2021-11-12 16:30,
EPRI (private),epri-dev,https://github.com/epri-dev,http://www.epri.com,"Palo Alto, CA",USA,for-profit,https://avatars.githubusercontent.com/u/10049875?v=4,38,2014-12-02 16:40,2021-11-16 21:45,
Donald Danforth Plant Science Center,danforthcenter,https://github.com/danforthcenter,http://danforthcenter.org,"St. Louis, MO",USA,non-profit,https://avatars.githubusercontent.com/u/9678079?v=4,58,2014-11-11 15:53,2021-11-18 18:14,
ClimateWatch-Vizzuality,ClimateWatch-Vizzuality,https://github.com/ClimateWatch-Vizzuality,https://www.climatewatchdata.org/,,USA,non-profit,https://avatars.githubusercontent.com/u/41366936?v=4,7,2018-07-18 09:48,2021-11-19 12:06,
World Resources Institute,wri,https://github.com/wri,wri.org,"Washington, DC",USA,non-profit,https://avatars.githubusercontent.com/u/4615146?v=4,155,2013-06-04 21:06,2021-11-19 20:36,
Open Mobility Foundation,openmobilityfoundation,https://github.com/openmobilityfoundation,http://www.openmobilityfoundation.org/,,USA,non-profit,https://avatars.githubusercontent.com/u/52187191?v=4,9,2019-06-25 03:08,2021-11-19 19:58,
The Apache Software Foundation,apache,https://github.com/apache,https://www.apache.org/,,USA,non-profit,https://avatars.githubusercontent.com/u/47359?v=4,2275,2009-01-17 20:14,2021-11-20 00:34,
Bike Index,bikeindex,https://github.com/bikeindex,https://bikeindex.org,,USA,non-profit,https://avatars.githubusercontent.com/u/4251544?v=4,15,2013-04-25 03:27,2021-11-16 17:02,
HabitatMap,HabitatMap,https://github.com/HabitatMap,www.habitatmap.org," Brooklyn, NY 11217 ",USA,non-profit,https://avatars.githubusercontent.com/u/4368191?v=4,7,2013-05-07 18:24,2021-11-19 18:55,
Green Software Foundation,Green-Software-Foundation,https://github.com/Green-Software-Foundation,https://greensoftware.foundation,,USA,non-profit,https://avatars.githubusercontent.com/u/84547728?v=4,16,2021-05-20 23:17,2021-11-19 17:19,
Global Fishing Watch,GlobalFishingWatch,https://github.com/GlobalFishingWatch,http://globalfishingwatch.org,,USA,non-profit,https://avatars.githubusercontent.com/u/9467707?v=4,113,2014-10-30 18:32,2021-11-19 22:27,
OneBusAway,OneBusAway,https://github.com/OneBusAway,https://onebusaway.org/,,USA,non-profit,https://avatars.githubusercontent.com/u/1428806?v=4,52,2012-02-11 11:58,2021-11-18 15:06,
EnviroDIY,EnviroDIY,https://github.com/EnviroDIY,http://envirodiy.org/,"Avondale, PA",USA,non-profit,https://avatars.githubusercontent.com/u/16213093?v=4,28,2015-12-08 19:19,2021-11-19 23:36,
Resource Watch,resource-watch,https://github.com/resource-watch,https://resourcewatch.org/,"Washington, DC 20002",USA,non-profit,https://avatars.githubusercontent.com/u/18593980?v=4,87,2016-04-21 11:02,2021-11-19 19:28,
Project Drawdown,ProjectDrawdown,https://github.com/ProjectDrawdown,https://drawdown.org/,"San Francisco, CA 94118",USA,non-profit,https://avatars.githubusercontent.com/u/55551762?v=4,5,2019-09-19 16:16,2021-11-19 07:04,
rOpenSci,ropensci,https://github.com/ropensci,https://ropensci.org/,"Berkeley, CA",USA,non-profit,https://avatars.githubusercontent.com/u/1200269?v=4,369,2011-11-16 19:26,2021-11-19 22:13,
WikiWatershed,WikiWatershed,https://github.com/WikiWatershed,http://wikiwatershed.org,"Avondale, PA 19311-9514",USA,non-profit,https://avatars.githubusercontent.com/u/8520008?v=4,9,2014-08-22 04:08,2021-11-13 02:12,
Code for Boston,codeforboston,https://github.com/codeforboston,http://codeforboston.org,"Boston, MA",USA,non-profit,https://avatars.githubusercontent.com/u/2533182?v=4,116,2012-10-11 01:56,2021-11-18 05:04,
OpenOakland,openoakland,https://github.com/openoakland,http://openoakland.org,"Oakland, CA",USA,non-profit,https://avatars.githubusercontent.com/u/2238933?v=4,88,2012-08-29 04:17,2021-11-17 02:23,
Parallel Ice Sheet Model,pism,https://github.com/pism,http://www.pism.io/,"Fairbanks, AZ",USA,academia,https://avatars.githubusercontent.com/u/1057072?v=4,37,2011-09-16 20:55,2021-11-19 23:19,
Unidata,Unidata,https://github.com/Unidata,https://www.unidata.ucar.edu/,"Boulder, CO",USA,academia,https://avatars.githubusercontent.com/u/613345?v=4,132,2011-02-11 19:29,2021-11-19 18:16,
PassaH2O Group,passaH2O,https://github.com/passaH2O,https://sites.google.com/site/passalacquagroup/home,Texas,USA,academia,https://avatars.githubusercontent.com/u/30088719?v=4,7,2017-07-11 19:25,2021-11-10 19:57,
Pacific Marine Environmental Laboratory,NOAA-PMEL,https://github.com/NOAA-PMEL,http://www.pmel.noaa.gov,"Seattle, WA",USA,academia,https://avatars.githubusercontent.com/u/16405663?v=4,77,2015-12-22 19:57,2021-11-19 21:53,
UW Hydro | Computational Hydrology,UW-Hydro,https://github.com/UW-Hydro,http://uw-hydro.github.io/,"Seattle, WA",USA,academia,https://avatars.githubusercontent.com/u/3475662?v=4,26,2013-02-04 21:26,2021-09-28 17:45,
Utah Atmospheric Trace gas & Air Quality Lab,uataq,https://github.com/uataq,https://air.utah.edu,"Salt Lake City, UT",USA,academia,https://avatars.githubusercontent.com/u/30093582?v=4,13,2017-07-11 22:33,2021-11-08 21:33,
Landlab,landlab,https://github.com/landlab,http://landlab.github.io,,USA,academia,https://avatars.githubusercontent.com/u/7543483?v=4,23,2014-05-10 16:08,2021-11-17 18:24,
The Signal Intelligence Project,sintel-dev,https://github.com/sintel-dev,https://dai.lids.mit.edu/,"Cambridge, MA 02139",USA,academia,https://avatars.githubusercontent.com/u/13336772?v=4,9,2015-07-14 17:19,2021-11-19 07:43,
Climate Modeling Alliance,CliMA,https://github.com/CliMA,https://clima.caltech.edu,California,USA,academia,https://avatars.githubusercontent.com/u/43161188?v=4,59,2018-09-11 03:37,2021-11-19 21:08,
Weecology,weecology,https://github.com/weecology,http://weecology.org,"Gainesville, FL",USA,academia,https://avatars.githubusercontent.com/u/1156696?v=4,153,2011-10-27 21:58,2021-11-19 22:26,
Yale OpenLab,YaleOpenLab,https://github.com/YaleOpenLab,www.openlab.yale.edu,,USA,academia,https://avatars.githubusercontent.com/u/38900160?v=4,17,2018-05-02 03:14,2020-12-04 06:05,
AguaClara,AguaClara,https://github.com/AguaClara,http://aguaclara.cornell.edu/,"Ithaca, NY",USA,academia,https://avatars.githubusercontent.com/u/19206983?v=4,84,2016-05-05 12:56,2021-11-19 00:31,
Global Hydrology Lab,GlobalHydrologyLab,https://github.com/GlobalHydrologyLab,uncglobalhydrology.org,North Carolina,USA,academia,https://avatars.githubusercontent.com/u/33097472?v=4,9,2017-10-25 15:43,2021-10-04 20:14,
HydroShare,hydroshare,https://github.com/hydroshare,http://hydroshare.cuahsi.org/,,USA,academia,https://avatars.githubusercontent.com/u/3444493?v=4,58,2013-02-01 02:49,2021-11-19 19:25,
MDO Lab,mdolab,https://github.com/mdolab,mdolab.engin.umich.edu,Michigan,USA,academia,https://avatars.githubusercontent.com/u/26934866?v=4,23,2017-04-05 17:41,2021-11-19 13:59,
Laboratory of Tree-Ring Research,ltrr-arizona-edu,https://github.com/ltrr-arizona-edu,http://ltrr.arizona.edu/,"Tucson, AZ",USA,academia,https://avatars.githubusercontent.com/u/5680763?v=4,21,2013-10-14 07:52,2021-11-12 20:00,
Joint Global Change Research Institute,JGCRI,https://github.com/JGCRI,http://globalchange.umd.edu,"College Park, MD",USA,academia,https://avatars.githubusercontent.com/u/8431983?v=4,103,2014-08-12 21:17,2021-11-19 22:29,
MIT PVLab,PV-Lab,https://github.com/PV-Lab,https://www.buonassisigroup.com/,"77 Massachusets Avenue  35-211 Cambridge, MA 02139",USA,academia,https://avatars.githubusercontent.com/u/13911947?v=4,28,2015-08-22 01:48,2021-11-18 16:04,
Intelligent Environments Laboratory,intelligent-environments-lab,https://github.com/intelligent-environments-lab,http://nagy.caee.utexas.edu,"Austin, TX",USA,academia,https://avatars.githubusercontent.com/u/29540963?v=4,17,2017-06-19 10:32,2021-11-19 12:05,
Center for the Built Environment,CenterForTheBuiltEnvironment,https://github.com/CenterForTheBuiltEnvironment,http://cbe.berkeley.edu,"Berkeley, CA",USA,academia,https://avatars.githubusercontent.com/u/6592546?v=4,22,2014-02-05 07:39,2021-11-16 01:48,
Cornell Lab of Ornithology,CornellLabofOrnithology,https://github.com/CornellLabofOrnithology,http://www.birds.cornell.edu,"Ithaca, NY",USA,academia,https://avatars.githubusercontent.com/u/1395442?v=4,10,2012-01-31 18:40,2021-11-19 15:10,
SLAC GISMo,slacgismo,https://github.com/slacgismo,https://gismo.slac.stanford.edu/,"Menlo Park, CA",USA,academia,https://avatars.githubusercontent.com/u/19895500?v=4,60,2016-06-12 22:18,2021-11-13 08:44,
Observations Data Model 2,ODM2,https://github.com/ODM2,http://www.odm2.org,,USA,academia,https://avatars.githubusercontent.com/u/12091612?v=4,20,2015-04-23 23:21,2021-10-28 13:05,
ISRaD,International-Soil-Radiocarbon-Database,https://github.com/International-Soil-Radiocarbon-Database,https://soilradiocarbon.org/,,USA,academia,https://avatars.githubusercontent.com/u/39625083?v=4,2,2018-05-25 13:25,2021-11-15 21:45,
MITgcm,MITgcm,https://github.com/MITgcm,http://mitgcm.org/,,USA,academia,https://avatars.githubusercontent.com/u/11047419?v=4,7,2015-02-17 16:36,2021-11-19 17:20,
OpenMDAO,OpenMDAO,https://github.com/OpenMDAO,http://www.openmdao.org,,USA,academia,https://avatars.githubusercontent.com/u/861615?v=4,35,2011-06-20 12:20,2021-11-19 19:18,
Open-Source Ocean Acoustics,OSOceanAcoustics,https://github.com/OSOceanAcoustics,https://oalib-acoustics.org/,,USA,academia,https://avatars.githubusercontent.com/u/42682187?v=4,7,2018-08-24 19:22,2021-11-13 01:55,
eMapR Lab,eMapR,https://github.com/eMapR,http://emapr.ceoas.oregonstate.edu/,Oregon,USA,academia,https://avatars.githubusercontent.com/u/25697385?v=4,23,2017-02-10 23:04,2021-11-07 09:29,
Penn State Earth System Modeling Team,PSUmodeling,https://github.com/PSUmodeling,,"University Park, PA",USA,academia,https://avatars.githubusercontent.com/u/10535881?v=4,19,2015-01-14 18:47,2021-11-19 16:56,
Community Surface Dynamics Modeling System,csdms,https://github.com/csdms,http://csdms.colorado.edu,Colorado,USA,academia,https://avatars.githubusercontent.com/u/6618239?v=4,87,2014-02-07 18:04,2021-11-19 18:12,
Center for Environmental Modeling for Policy Development,CEMPD,https://github.com/CEMPD,http://www.ie.unc.edu/cempd/,"Chapel Hill, NC 27517",USA,academia,https://avatars.githubusercontent.com/u/10236376?v=4,15,2014-12-18 19:44,2021-11-18 00:13,
CMU CREATE Lab,CMU-CREATE-Lab,https://github.com/CMU-CREATE-Lab,cmucreatelab.org,"Pittsburgh, PA",USA,academia,https://avatars.githubusercontent.com/u/3278646?v=4,151,2013-01-15 19:54,2021-11-17 17:10,
Global Change Ecology & Evolution Research Group,pinskylab,https://github.com/pinskylab,http://pinsky.marine.rutgers.edu,"New Brunswick, NJ",USA,academia,https://avatars.githubusercontent.com/u/32388236?v=4,46,2017-09-29 10:16,2021-11-19 22:37,
ForC,forc-db,https://github.com/forc-db,,,USA,academia,https://avatars.githubusercontent.com/u/16504833?v=4,7,2015-12-31 22:00,2021-11-09 20:39,
Center for Urban Transportation Research @ USF,CUTR-at-USF,https://github.com/CUTR-at-USF,http://www.cutr.usf.edu,"Tampa, FL",USA,academia,https://avatars.githubusercontent.com/u/1372220?v=4,72,2012-01-23 20:07,2021-11-19 15:15,
The Natural Capital Project,natcap,https://github.com/natcap,naturalcapitalproject.stanford.edu,,USA,academia,https://avatars.githubusercontent.com/u/7783885?v=4,46,2014-06-03 17:23,2021-11-20 00:29,
Dryland Ecology,DrylandEcology,https://github.com/DrylandEcology,,,USA,community,https://avatars.githubusercontent.com/u/4193619?v=4,24,2013-04-18 17:04,2021-11-12 12:45,
,PowerGenome,https://github.com/PowerGenome,,,USA,community,https://avatars.githubusercontent.com/u/76453163?v=4,1,2020-12-21 20:43,2021-11-17 01:50,
Cloud Carbon Footprint,cloud-carbon-footprint,https://github.com/cloud-carbon-footprint,https://cloudcarbonfootprint.org,"Chicago, IL",USA,community,https://avatars.githubusercontent.com/u/79275027?v=4,2,2021-02-18 17:11,2021-11-19 19:58,
Protea.Earth,protea-earth,https://github.com/protea-earth,http://protea.earth,"San Francisco, CA",USA,community,https://avatars.githubusercontent.com/u/56147791?v=4,6,2019-10-04 05:50,2021-09-22 23:49,
MudPi,mudpi,https://github.com/mudpi,https://mudpi.app,Wisconsin,USA,community,https://avatars.githubusercontent.com/u/60322856?v=4,8,2020-01-26 16:59,2021-07-11 19:44,
PyBaMM Team,pybamm-team,https://github.com/pybamm-team,https://www.pybamm.org/,,USA,community,https://avatars.githubusercontent.com/u/48961907?v=4,10,2019-03-26 17:35,2021-11-19 19:47,
Switch Power System Planning Model,switch-model,https://github.com/switch-model,http://switch-model.org,,USA,community,https://avatars.githubusercontent.com/u/11792892?v=4,6,2015-04-04 02:59,2021-11-12 12:22,
Aqualink.org,aqualinkorg,https://github.com/aqualinkorg,aqualink.org,"San Francisco, CA",USA,community,https://avatars.githubusercontent.com/u/63257299?v=4,4,2020-04-06 18:06,2021-11-16 11:04,
ncss-tech,ncss-tech,https://github.com/ncss-tech,http://ncss-tech.github.io/AQP/,,USA,collaboration,https://avatars.githubusercontent.com/u/10520265?v=4,58,2015-01-13 19:02,2021-11-20 00:52,
LBNL-JCI-ICF (BETTER),LBNL-JCI-ICF,https://github.com/LBNL-JCI-ICF,,,USA,collaboration,https://avatars.githubusercontent.com/u/43547106?v=4,1,2018-09-24 15:52,2021-10-09 09:44,
North American Bike Share Association,NABSA,https://github.com/NABSA,http://www.nabsa.net,,USA,collaboration,https://avatars.githubusercontent.com/u/15235893?v=4,2,2015-10-21 17:33,2021-11-19 14:05,
ESIP,ESIPFed,https://github.com/ESIPFed,http://esipfed.org,,USA,collaboration,https://avatars.githubusercontent.com/u/3588047?v=4,85,2013-02-13 20:47,2021-11-18 12:54,
Ecosystem Dynamics and Assessment Branch,NOAA-EDAB,https://github.com/NOAA-EDAB,https://www.nefsc.noaa.gov/ecosys/,,USA,government agency,https://avatars.githubusercontent.com/u/38220006?v=4,40,2018-04-09 15:06,2021-11-19 23:11,
Reliability Test System–Grid Modernization Lab Consortium,GridMod,https://github.com/GridMod,https://www.nrel.gov/grid/reliability-test-system.html,,USA,government agency,https://avatars.githubusercontent.com/u/23124369?v=4,4,2016-10-28 15:54,2021-11-15 07:57,
U.S. Geological Survey,USGS-python,https://github.com/USGS-python,https://www.usgs.gov/,,USA,government agency,https://avatars.githubusercontent.com/u/37596941?v=4,4,2018-03-20 20:06,2021-11-19 21:22,
Western States Water Use Program (WSWUP),WSWUP,https://github.com/WSWUP,https://www.dri.edu/western-states-water-use-program,"Reno, NV",USA,government agency,https://avatars.githubusercontent.com/u/23201768?v=4,10,2016-11-01 23:25,2021-11-16 23:21,
Lawrence Berkeley National Laboratory,lbl-srg,https://github.com/lbl-srg,https://www.lbl.gov/,Berkeley,USA,government agency,https://avatars.githubusercontent.com/u/3753398?v=4,13,2013-03-03 05:09,2021-11-19 17:51,
QuESt,snl-quest,https://github.com/snl-quest,https://www.sandia.gov/ess-ssl/tools/quest/,,USA,government agency,https://avatars.githubusercontent.com/u/50459090?v=4,1,2019-05-09 16:44,2021-09-24 23:54,
Los Alamos National Laboratory,lanl,https://github.com/lanl,https://www.lanl.gov/,"Los Alamos, NM",USA,government agency,https://avatars.githubusercontent.com/u/585305?v=4,273,2011-01-26 20:40,2021-11-19 22:34,
National Center for Atmospheric Research,NCAR,https://github.com/NCAR,http://ncar.ucar.edu,"Boulder, CO",USA,government agency,https://avatars.githubusercontent.com/u/2007542?v=4,727,2012-07-19 20:37,2021-11-20 00:05,
,VOLTTRON,https://github.com/VOLTTRON,http://volttron.org,,USA,government agency,https://avatars.githubusercontent.com/u/5875448?v=4,49,2013-11-07 02:07,2021-11-19 16:40,
NASA,nasa,https://github.com/nasa,https://github.com/nasa/nasa.github.io/blob/master/docs/INSTRUCTIONS.md,,USA,government agency,https://avatars.githubusercontent.com/u/848102?v=4,388,2011-06-13 22:19,2021-11-19 20:44,
