,project_name,oneliner,git_namespace,git_url,platform,labels,topic,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,refs,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update,project_age_in_years,field,activity,community,size,total_score
1179,"<a href=""https://github.com/Ecohackerfarm/powerplant.git"" style = ""color: black"">powerplant</a>",Provides intelligent planting suggestions which maximize positive crop interaction for the mutual benefit of all your crops.,Ecohackerfarm,https://github.com/Ecohackerfarm/powerplant.git,github,"powerplant,garden,react,redux,javascript,crop,permaculture,pouchdb",Agriculture and Nutrition,"2020/07/16, 08:08:09",71.0,1.0,10.0,True,JavaScript,Eco Hacker Farm,Ecohackerfarm,"JavaScript,CSS,Shell",,,"2017/06/12, 16:13:24",1977.0,CUSTOM,0.0,527.0,"2022/02/10, 14:34:32",42.0,38.0,65.0,1.0,273.0,5.0,0.9,0.5733333333333333,,,0.0,11.0,False,,False,False,s2011r2593/electra,,https://github.com/Ecohackerfarm,https://wiki.ecohackerfarm.org,"Heiligengrabe, Brandenburg, Germany",,,https://avatars.githubusercontent.com/u/29238614?v=4,,,,5.416438356164384,Natural Resources,1.1584867075664622,2.219325153374233,1.9723926380368098,0.5230382514107448
1181,"<a href=""https://github.com/morkro/happy-plants.git"" style = ""color: black"">HappyPlants</a>",Creating your own plant database in a visual way.,morkro,https://github.com/morkro/happy-plants.git,github,"vuejs,pwa,plants,happy-plants,gardening,green-technologies,lernajs,houseplants,firebase",Agriculture and Nutrition,"2021/04/26, 10:48:53",241.0,0.0,34.0,True,Vue,,,"Vue,JavaScript,TypeScript,CSS,HTML",https://happyplants.garden,,"2017/04/04, 19:30:48",2046.0,BSD-3-Clause,0.0,728.0,"2022/09/14, 11:03:13",13.0,81.0,124.0,15.0,57.0,6.0,0.0,0.0114613180515759,"2019/05/13, 20:45:49",1.7.3,0.0,6.0,False,,True,False,,,,,,,,,,,,5.605479452054794,Natural Resources,1.4268916155419222,0.7607361963190185,2.0966257668711656,0.39516938369944343
1182,"<a href=""https://github.com/EduardoFernandezC/dormancyR.git"" style = ""color: black"">dormancyR</a>",Provide alternatives to common chill models used in horticulture to compute chill metrics in deciduous fruit tree orchards as well as functions to handle weather data.,EduardoFernandezC,https://github.com/EduardoFernandezC/dormancyR.git,github,"weather-data,chill-models,agronomy",Agriculture and Nutrition,"2022/08/23, 15:43:26",6.0,0.0,3.0,True,R,,,"R,TeX",,",https://doi.org/10.1016/j.eja.2020.126103","2019/02/20, 16:01:56",1359.0,BSD-3-Clause,14.0,161.0,"2019/05/10, 10:10:05",0.0,4.0,8.0,0.0,1280.0,0.0,0.0,0.032051282051282,"2020/06/05, 17:42:28",v0.1.4,0.0,3.0,False,,False,False,,,,,,,,,,,,3.723287671232877,Natural Resources,1.7177914110429449,0.593558282208589,0.6733128834355828,0.285080225001412
1184,"<a href=""https://github.com/kazulagi/plantFEM.git"" style = ""color: black"">plantFEM</a>","A plant simulator based on Finite Element Method, which targets crops in fields. This software provides multi-physical simulations of agriculture for canopies, plants, and organs for farmers, breeders, and agronomists.",kazulagi,https://github.com/kazulagi/plantFEM.git,github,"agriculture,finite-element-methods,fem",Agriculture and Nutrition,"2022/11/10, 06:38:36",31.0,0.0,8.0,True,Fortran,,,"Fortran,Python,Shell,C,JavaScript,C++,Gnuplot,CMake,Makefile,Jupyter Notebook,Batchfile,Dockerfile,HTML",https://github.com/kazulagi/plantFEM.git,,"2019/09/22, 16:31:08",1145.0,MIT,356.0,1259.0,"2022/11/10, 06:38:36",4.0,457.0,462.0,166.0,0.0,0.0,0.0,0.4177215189873418,"2022/04/21, 07:15:29",22.04,0.0,3.0,False,,False,False,,,,,,,,,,,,3.136986301369863,Natural Resources,2.39519427402863,1.0250511247443763,2.565439672801636,0.5554377623996243
1187,"<a href=""https://github.com/fineprint-global/fabio.git"" style = ""color: black"">FABIO</a>",Forestry and Agriculture Biomass Input-Output Tables.,fineprint-global,https://github.com/fineprint-global/fabio.git,github,"agriculture,food,mrio-tables,piot,faostat",Agriculture and Nutrition,"2022/11/08, 16:12:38",9.0,0.0,7.0,True,R,FINEPRINT,fineprint-global,"R,Python",,,"2019/02/19, 15:25:17",1360.0,AGPL-3.0,53.0,268.0,"2022/06/07, 15:30:44",18.0,2.0,74.0,2.0,156.0,1.0,0.0,0.478021978021978,"2022/06/07, 15:19:53",v1.1,0.0,4.0,False,,False,False,,,https://github.com/fineprint-global,http://www.fineprint.global/,"Institute for Ecological Economics, Vienna University of Economics and Business (WU), Welthandelsplatz 1, 1020 Vienna, Austria",,,https://avatars.githubusercontent.com/u/34596993?v=4,,,,3.7260273972602738,Natural Resources,2.137525562372188,1.1768916155419222,1.1313905930470347,0.4284059476626929
1189,"<a href=""https://github.com/Growstuff/growstuff.git"" style = ""color: black"">Growstuff</a>",Open source and open data platform that can predict when your plantings will be ready to harvest.,Growstuff,https://github.com/Growstuff/growstuff.git,github,"gardening,food",Agriculture and Nutrition,"2022/11/09, 02:18:34",381.0,0.0,22.0,True,Ruby,Growstuff,Growstuff,"Ruby,Haml,SCSS,JavaScript,HTML,CoffeeScript,Shell,Procfile",http://growstuff.org/,,"2012/08/08, 05:13:37",3746.0,AGPL-3.0,397.0,9698.0,"2022/11/08, 10:46:17",168.0,2593.0,2988.0,235.0,2.0,2.0,0.8,0.4441517386722866,"2019/01/13, 03:09:51",release49,0.0,78.0,False,,False,True,,,https://github.com/Growstuff,http://growstuff.org/,,,,https://avatars.githubusercontent.com/u/2066469?v=4,,,,10.263013698630138,Natural Resources,2.24079754601227,2.3604294478527605,3.908997955010225,0.8027936274203383
1191,"<a href=""https://github.com/hmontazeri/is-vegan.git"" style = ""color: black"">Is-Vegan</a>",Helps you to find out which food ingredients are vegan / non-vegan.,hmontazeri,https://github.com/hmontazeri/is-vegan.git,github,"vegan,food,ingredients,npm",Agriculture and Nutrition,"2020/06/04, 09:20:09",448.0,8.0,20.0,True,JavaScript,,,JavaScript,,,"2018/02/04, 02:43:38",1740.0,MIT,0.0,169.0,"2021/09/01, 01:50:00",20.0,28.0,36.0,1.0,435.0,12.0,0.0,0.4236111111111111,,,0.0,8.0,False,,False,False,"Daniel1231234/veganizeIt,onlylosersleftalive/vegan-app,Sergio9815/vegan-checker-app,LastCleanShirt/is-vegan-restful-api,angeyu/project2,thomasbunyan/recipeasy,mathieu-anderson/vegan-checker,kjbrum/alfred-is-vegan",,,,,,,,,,,4.767123287671233,Natural Resources,1.2361963190184049,1.3537832310838445,1.4289366053169734,0.3879297430669364
1192,"<a href=""https://github.com/Shyentist/fish-r-man.git"" style = ""color: black"">fishRman</a>","Shiny R Dashboard to easily query, download, analyse and visualise Global Fishing Watch data on fishing effort.",Shyentist,https://github.com/Shyentist/fish-r-man.git,github,"marine-biology,fisheries,fisheries-research,fisheries-management,shiny,r,open-source,globalfishingwatch,global-fishing-watch,dashboard,fishing-effort",Agriculture and Nutrition,"2022/01/30, 10:10:04",12.0,0.0,6.0,True,R,,,"R,TeX,CSS",https://osmos.xyz/,",https://doi.org/10.21105/joss.03467,https://doi.org/10.21105/joss.03467**\r\n-","2020/11/30, 18:00:48",710.0,AGPL-3.0,40.0,184.0,"2022/01/30, 10:10:04",3.0,58.0,96.0,10.0,284.0,0.0,0.0,0.0,"2022/01/30, 10:27:13",v1.1.0,0.0,1.0,True,custom,True,False,,,,,,,,,,,,1.9452054794520548,Natural Resources,2.35480572597137,0.30265848670756645,1.284764826175869,0.3636823896085211
1194,"<a href=""https://github.com/r4ss/r4ss.git"" style = ""color: black"">r4ss</a>",A fisheries stock assessment model written by Rick Methot.,r4ss,https://github.com/r4ss/r4ss.git,github,stock-synthesis,Agriculture and Nutrition,"2022/11/08, 00:34:41",34.0,0.0,10.0,True,R,R4SS,r4ss,R,https://r4ss.github.io/r4ss/,",https://doi.org/10.1016/j.fishres.2021.105924","2014/05/16, 00:51:48",3100.0,GPL-3.0,526.0,3305.0,"2022/11/08, 01:01:36",149.0,298.0,607.0,179.0,2.0,2.0,0.0,0.3720183486238532,"2022/07/29, 21:09:16",v1.46.1,0.0,28.0,False,,False,False,,,https://github.com/r4ss,,,,,https://avatars.githubusercontent.com/u/6178431?v=4,,,,8.493150684931507,Natural Resources,2.6814928425357873,1.6365030674846626,3.376278118609407,0.7187598908715795
1195,"<a href=""https://github.com/hollorol/AgroMo.git"" style = ""color: black"">AgroMo</a>","An Integrated Assessment and Modelling software that integrates a crop, biogeochemical and a agro-economical model.",hollorol,https://github.com/hollorol/AgroMo.git,github,"crop-modeling,climate-change,decision-support,big-data,biogeochemical-model,gridded-data,grid-simulation,agriculture,crop-model",Agriculture and Nutrition,"2022/11/09, 11:46:51",6.0,0.0,2.0,True,R,,,"R,CSS,Gnuplot,Gherkin,JavaScript,Modula-3,Makefile,Shell",http://agromo.atk.hu/EN/index.html,,"2019/05/02, 10:53:44",1288.0,GPL-3.0,168.0,1172.0,"2022/11/09, 11:26:20",14.0,38.0,177.0,53.0,1.0,0.0,0.1,0.6598639455782314,"2022/01/20, 18:25:40",v2.0,0.0,4.0,False,,False,False,,,,,,,,,,,,3.5287671232876714,Natural Resources,2.107361963190184,1.6533742331288344,2.028629856850716,0.5539035197950074
1196,"<a href=""https://github.com/nasaharvest/cropharvest.git"" style = ""color: black"">CropHarvest</a>",Collects data from a variety of agricultural land use datasets and remote sensing products.,nasaharvest,https://github.com/nasaharvest/cropharvest.git,github,,Agriculture and Nutrition,"2022/10/31, 18:19:56",94.0,2.0,90.0,True,Jupyter Notebook,,nasaharvest,"Jupyter Notebook,Python,Shell",,",https://zenodo.org/record/5828893,https://zenodo.org/record/7257688","2021/06/17, 17:09:44",511.0,CC-BY-SA-4.0,209.0,465.0,"2022/10/31, 18:20:00",18.0,73.0,92.0,49.0,10.0,2.0,1.9,0.4153439153439153,"2022/10/31, 19:02:40",v0.6.0,0.0,5.0,False,,False,True,"nasaharvest/openmapflow,nasaharvest/timl",,https://github.com/nasaharvest,,,,,https://avatars.githubusercontent.com/u/54071172?v=4,,,,1.4,Natural Resources,2.7014314928425356,1.8778118609406953,1.8358895705521472,0.6191136306220305
1197,"<a href=""https://github.com/dl4sits/BreizhCrops.git"" style = ""color: black"">BreizhCrops</a>",A Satellite Time Series Dataset for Crop Type Identification.,dl4sits,https://github.com/dl4sits/BreizhCrops.git,github,,Agriculture and Nutrition,"2022/05/11, 10:53:17",133.0,8.0,33.0,True,Jupyter Notebook,,dl4sits,"Jupyter Notebook,Python,Shell,Dockerfile",,,"2019/04/27, 12:30:07",1293.0,GPL-3.0,3.0,234.0,"2021/04/06, 18:42:32",12.0,4.0,23.0,0.0,583.0,0.0,0.25,0.2442396313364055,,,0.0,4.0,False,,False,False,"froukje/ai4foodsecurity,crlna16/ai4foodsecurity,abalasky/team-satellite,AI4EO/tum-planet-radearth-ai4food-challenge,MarcCoru/elects,ridvansalihkuzu/starter-pack-ai4food-challenge,lukaskondmann/DENETHOR,ESA-PhiLab/WorldCrops",,https://github.com/dl4sits,,,,,https://avatars.githubusercontent.com/u/58819454?v=4,,,,3.5424657534246577,Natural Resources,1.296523517382413,1.2724948875255624,0.9442740286298569,0.34405095734904445
1198,"<a href=""https://github.com/JokeNetwork/vegancheck.me.git"" style = ""color: black"">VeganCheck.me</a>","A multilingual progressive web app, which scans the EAN or UPC codes of over 3.000.000 food- or non-food-products and simply tells you if it they're vegan or not.",JokeNetwork,https://github.com/JokeNetwork/vegancheck.me.git,github,"scanner,barcode,html5,css,sass,javascript,vegan,vegan-ingredients,vegan-dishes,nutrition-information,nutrition,nutrition-services,pwa,progressive-web-app,scannerbarcode,scan,barcode-scanner,openfoodfacts,openbeautyfacts,nutriscore",Agriculture and Nutrition,"2022/11/09, 20:02:13",13.0,0.0,8.0,True,PHP,JokeNetwork Open Web ,JokeNetwork,"PHP,JavaScript,SCSS,CSS,Shell",https://vegancheck.me,,"2021/08/21, 11:39:20",446.0,MIT,512.0,769.0,"2022/11/09, 19:42:55",6.0,31.0,139.0,109.0,1.0,0.0,0.7,0.1168831168831169,"2022/10/18, 10:48:18",v2.0.0,0.0,10.0,True,"github,custom",True,False,,,https://github.com/JokeNetwork,https://jokenetwork.de,Germany,,,https://avatars.githubusercontent.com/u/88216012?v=4,,,,1.2219178082191782,Natural Resources,2.707055214723926,1.6186094069529653,2.150306748466258,0.6168205861386361
1200,"<a href=""https://github.com/sentinel-hub/field-delineation.git"" style = ""color: black"">Automatic field delineation</a>","Generate automatic contours for agricultural parcels, given Sentinel-2 images.",sentinel-hub,https://github.com/sentinel-hub/field-delineation.git,github,,Agriculture and Nutrition,"2022/05/10, 21:38:05",100.0,13.0,47.0,True,Jupyter Notebook,Sentinel Hub,sentinel-hub,"Jupyter Notebook,Python,JavaScript",,,"2020/10/20, 08:19:28",751.0,MIT,7.0,29.0,"2022/06/28, 08:18:53",7.0,4.0,12.0,6.0,135.0,1.0,1.0,0.5,,,0.0,5.0,False,,False,False,"DarkS1deX/DarkOs1nt,rtv8777/nitk_rosethread,PedroDSFerreira/dotfiles,wannaone/GL-Vcap,yue4u/dotfiles,giovannipapini/dotfiles,sanekua/Flask_APP,rusito-23/.dotfiles,catlair/dotfiles,cristobalcl/.the-bootstrap,RobertKirk/dotfiles,dlwjdgud0621/Dacoon-Bot-Premium,grepinsight/.dotfiles",,https://github.com/sentinel-hub,https://www.sentinel-hub.com,,,,https://avatars.githubusercontent.com/u/31830596?v=4,,,,2.0575342465753423,Natural Resources,1.4325153374233128,1.8609406952965233,0.6942740286298569,0.4020301491049767
1201,"<a href=""https://github.com/maja601/EuroCrops.git"" style = ""color: black"">EuroCrops</a>",A dataset collection combining all publicly available self-declared crop reporting datasets from countries of the European Union.,maja601,https://github.com/maja601/EuroCrops.git,github,"dataset,opendata,agriculture,machine-learning,deep-learning,sentinel-2",Agriculture and Nutrition,"2022/10/31, 16:24:30",71.0,0.0,70.0,True,,,,,https://www.eurocrops.tum.de,",https://zenodo.org/record/6866846","2021/08/20, 08:11:28",447.0,CC-BY-4.0,60.0,61.0,"2022/07/06, 09:50:02",5.0,2.0,4.0,4.0,127.0,1.0,0.0,0.1186440677966101,,,0.0,4.0,False,,False,False,,,,,,,,,,,,1.2246575342465753,Natural Resources,1.675357873210634,0.797034764826176,0.5173824130879345,0.29087605480070716
1202,"<a href=""https://github.com/inasafe/inasafe.git"" style = ""color: black"">InaSAFE</a>",QGIS plugin for estimating impact from natural disasters.,inasafe,https://github.com/inasafe/inasafe.git,github,"qgis-plugin,python,qgis,inasafe,risk,disasterresponse",Natural Hazard and Poverty,"2022/02/25, 09:28:59",238.0,1.0,12.0,True,Python,InaSAFE,inasafe,"Python,QML,C,HTML,Shell,Makefile,CSS,XSLT,NSIS,Dockerfile,Batchfile,JavaScript",www.inasafe.org,,"2012/01/09, 10:34:29",3958.0,GPL-3.0,3.0,16011.0,"2022/02/27, 20:41:17",231.0,2558.0,4887.0,1.0,256.0,12.0,0.0,0.731155981015204,"2021/11/02, 11:38:30",version-5_0_3,0.0,48.0,False,,False,False,inasafe/inasafe_cli,,https://github.com/inasafe,http://inasafe.org,,,,https://avatars.githubusercontent.com/u/1843347?v=4,,,,10.843835616438357,Natural Resources,1.6462167689161555,2.111963190184049,3.920245398773006,0.7196885905988841
1203,"<a href=""https://github.com/WFP-VAM/prism-app.git"" style = ""color: black"">PRISM</a>","Assesses the potential risk and forecasts the impact of climate hazards on the most vulnerable communities, in order to design risk reduction activities and target disaster responses.",WFP-VAM,https://github.com/WFP-VAM/prism-app.git,github,,Natural Hazard and Poverty,"2022/11/04, 10:30:07",29.0,0.0,14.0,True,TypeScript,WFP-VAM,WFP-VAM,"TypeScript,Python,HTML,Makefile,Shell,JavaScript,CSS,Dockerfile",,,"2020/03/12, 01:08:04",973.0,MIT,202.0,336.0,"2022/11/04, 10:30:08",79.0,373.0,554.0,329.0,6.0,9.0,4.7,0.6728016359918201,,,5.0,18.0,False,,False,False,,,https://github.com/WFP-VAM,vam.wfp.org,At the end of the rainbow,,,https://avatars.githubusercontent.com/u/19554115?v=4,,,,2.665753424657534,Natural Resources,2.0925357873210637,2.668711656441718,2.806237218813906,0.7313022067470542
1206,"<a href=""https://github.com/spaceml-org/ml4floods.git"" style = ""color: black"">ML4Floods</a>","An ecosystem of data, models and code pipelines to tackle flooding with machine learning.",spaceml-org,https://github.com/spaceml-org/ml4floods.git,github,,Natural Hazard and Poverty,"2022/11/07, 13:55:19",83.0,0.0,59.0,True,Jupyter Notebook,SpaceML,spaceml-org,"Jupyter Notebook,Python,HTML,Makefile,CSS",http://trillium.tech/ml4floods,,"2021/02/03, 16:50:16",645.0,GPL-3.0,176.0,698.0,"2022/09/22, 10:49:02",18.0,63.0,82.0,27.0,49.0,1.0,0.3,0.3996383363471971,,,1.0,12.0,False,,False,True,,,https://github.com/spaceml-org,spaceml.org,,,,https://avatars.githubusercontent.com/u/75035593?v=4,,,,1.7671232876712328,Natural Resources,2.032719836400818,1.852760736196319,2.216768916155419,0.5849214287543076
1207,"<a href=""https://github.com/global-hydrodynamics/CaMa-Flood_v4.git"" style = ""color: black"">CaMa</a>",Designed to simulate the hydrodynamics in continental-scale rivers.,global-hydrodynamics,https://github.com/global-hydrodynamics/CaMa-Flood_v4.git,github,,Natural Hazard and Poverty,"2022/10/19, 06:59:28",28.0,0.0,11.0,True,Fortran,Global Hydrodynamics Lab,global-hydrodynamics,"Fortran,Shell,Jupyter Notebook,Python,Makefile",,,"2021/01/06, 02:46:16",673.0,Apache-2.0,30.0,236.0,"2022/10/19, 06:59:28",0.0,66.0,68.0,9.0,22.0,0.0,0.1,0.2580645161290322,"2022/03/19, 22:40:01",release_v4.05,0.0,8.0,False,,False,False,,,https://github.com/global-hydrodynamics,https://global-hydrodynamics.github.io/,Tokyo,,,https://avatars.githubusercontent.com/u/76986737?v=4,,,,1.8438356164383563,Natural Resources,1.8982617586912065,1.4289366053169732,1.7740286298568508,0.4877196655002971
1208,"<a href=""https://github.com/NOAA-OWP/inundation-mapping.git"" style = ""color: black"">Cahaba</a>",Flood inundation mapping and evaluation software configured to work with U.S. National Water Model.,NOAA-OWP,https://github.com/NOAA-OWP/inundation-mapping.git,github,"inundation,mapping,evaluation,hydrology,gis,flood-inundation-maps,national-water-center,noaa,national-hydrography-dataset",Natural Hazard and Poverty,"2022/11/03, 20:47:53",46.0,0.0,20.0,True,Python,,NOAA-OWP,"Python,Shell,HTML,QML,Dockerfile",,",https://doi.org/10.1111/1752-1688.12661,https://doi.org/10.1111/1752-1688.12660","2020/05/14, 17:21:09",910.0,CUSTOM,55.0,288.0,"2022/11/03, 20:43:29",127.0,222.0,612.0,206.0,7.0,9.0,1.1,0.7222222222222222,"2022/11/02, 20:46:38",v3.0.36.2,0.0,15.0,False,,False,True,,,https://github.com/NOAA-OWP,,,,,https://avatars.githubusercontent.com/u/60660814?v=4,,,,2.493150684931507,Natural Resources,2.6395705521472395,2.4959100204498976,2.6712678936605316,0.7523360867421817
1209,"<a href=""https://github.com/cloudtostreet/MODIS_GlobalFloodDatabase.git"" style = ""color: black"">Global Flood Database Scripts & Data</a>",Used to produce the Global Flood Database and assess changes in population exposed to floods.,cloudtostreet,https://github.com/cloudtostreet/MODIS_GlobalFloodDatabase.git,github,,Natural Hazard and Poverty,"2021/09/08, 15:23:09",62.0,0.0,16.0,True,Jupyter Notebook,Cloud to Street,cloudtostreet,"Jupyter Notebook,Python,R",,",https://doi.org/10.1038/s41586-021-03695-w*\n\n###","2021/04/23, 18:06:02",566.0,MIT,0.0,8.0,"2022/03/25, 13:12:58",0.0,0.0,2.0,1.0,230.0,0.0,0.0,0.5,"2021/04/23, 18:13:43",v1.0.0,0.0,3.0,False,,False,False,,,https://github.com/cloudtostreet,https://cloudtostreet.ai/careers,,,,https://avatars.githubusercontent.com/u/33142951?v=4,,,,1.5506849315068494,Natural Resources,1.4176891615541922,1.126278118609407,0.2883435582822086,0.28433969453213714
1210,"<a href=""https://github.com/ec-jrc/lisflood-code.git"" style = ""color: black"">LISFLOOD</a>","A spatially distributed water resources model, developed by the Joint Research Centre of the European Commission since 1997.",ec-jrc,https://github.com/ec-jrc/lisflood-code.git,github,"flood,forecasting,environmental-modelling,lisflood,lisvap,efas,glofas,cordex,copernicus",Natural Hazard and Poverty,"2022/10/04, 09:52:18",66.0,0.0,26.0,True,Python,"European Commission, Joint Research Centre (JRC)",ec-jrc,"Python,Cython,Dockerfile,Shell",https://ec-jrc.github.io/lisflood,,"2018/10/24, 14:43:48",1478.0,EUPL-1.2,61.0,504.0,"2022/11/03, 10:36:20",14.0,47.0,101.0,31.0,7.0,2.0,0.3,0.6170212765957447,"2022/10/04, 10:09:46",v4.0.1,0.0,14.0,False,,False,False,,,https://github.com/ec-jrc,https://ec.europa.eu/jrc/,,,,https://avatars.githubusercontent.com/u/39263635?v=4,,,,4.049315068493151,Natural Resources,2.280674846625767,2.156952965235174,2.158997955010225,0.6376440374758077
1211,"<a href=""https://github.com/NRCan/CanFlood.git"" style = ""color: black"">CanFlood</a>",Flood Risk modelling toolbox for Canada.,NRCan,https://github.com/NRCan/CanFlood.git,github,"qgis,flood-risk-models,canada,flood,disaster",Natural Hazard and Poverty,"2022/10/11, 08:04:21",16.0,0.0,11.0,True,Python,Natural Resources Canada,NRCan,"Python,QML,Makefile,Batchfile,Shell",,,"2021/04/30, 12:45:02",559.0,MIT,162.0,1471.0,"2022/10/18, 08:21:18",12.0,31.0,59.0,45.0,23.0,0.0,0.3,0.0647321428571429,"2022/08/18, 09:14:43",v1.2.0,0.0,7.0,False,,False,True,,,https://github.com/NRCan,https://www.nrcan.gc.ca,Canada,,,https://avatars.githubusercontent.com/u/1929244?v=4,,,,1.5315068493150685,Natural Resources,2.605316973415133,1.2949897750511248,2.0020449897750514,0.5585332056997104
1212,"<a href=""https://github.com/Servir-Mekong/hydra-floods.git"" style = ""color: black"">HYDRAFloods</a>","An open source Python application for downloading, processing, and delivering surface water maps derived from remote sensing data.",Servir-Mekong,https://github.com/Servir-Mekong/hydra-floods.git,github,"remote-sensing,surface-water,flood,near-real-time,earth-engine,google-cloud",Natural Hazard and Poverty,"2022/04/08, 16:46:01",118.0,3.0,47.0,True,Python,SERVIR-Mekong,Servir-Mekong,"Python,Dockerfile",https://servir-mekong.github.io/hydra-floods/,",https://doi.org/10.3390/rs12152469\nwater_imgs","2018/06/10, 22:16:12",1614.0,GPL-3.0,20.0,502.0,"2022/10/17, 15:15:49",6.0,13.0,37.0,14.0,24.0,0.0,0.0,0.0961538461538461,"2021/11/10, 16:48:07",v2021.11.10,0.0,10.0,False,,True,True,"AdamaSorho/water_monitoring,skd862/fier_mekong_old,collinsowusu/PyGEE-SWToolbox",,https://github.com/Servir-Mekong,http://servir.adpc.net,"Bangkok, thailand",,,https://avatars.githubusercontent.com/u/18582762?v=4,,,,4.421917808219178,Natural Resources,1.831799591002045,1.0956032719836402,1.6528629856850718,0.43393768055125154
1213,"<a href=""https://github.com/OasisLMF/OasisLMF.git"" style = ""color: black"">OasisLMF</a>","An open source catastrophe modelling platform, free to use by anyone.",OasisLMF,https://github.com/OasisLMF/OasisLMF.git,github,"catastrophe-modelling,catastrophe-model,risk,hazard,vulnerability,loss,insurance,reinsurance",Natural Hazard and Poverty,"2022/11/07, 11:08:17",90.0,21.0,23.0,True,Python,Oasis Loss Modelling Framework,OasisLMF,"Python,Jupyter Notebook,Groovy,Shell",,,"2018/01/15, 15:12:25",1760.0,BSD-3-Clause,112.0,3025.0,"2022/11/09, 12:55:48",71.0,609.0,1060.0,220.0,1.0,5.0,1.0,0.5693430656934306,"2022/11/07, 17:17:41",1.27.0rc3,0.0,15.0,False,,False,False,"OasisLMF/oasislmf-get-model-testing,jarski442/OASIS-Toy-Model,KamalCharles/Snapshot,maxwellflitton/oasislmf-get-model-testing,OasisLMF/Workshop2021,mpinkerton-oasis/OasisFmTester,dholdaway/OasisPlatform,macabuag/OasisPlatform_GLP,mpinkerton-oasis/ZurichWorkshop2018,OasisLMF/OasisPiWind,iwbailey/simple_oasis_notebook,OasisLMF/CookiecutterOasisComplexModel,OasisLMF/OasisEvaluation,OasisLMF/OasisUI_SQL,risk-frontiers/OasisIntegration,OasisLMF/ComplexModelMDK,OasisLMF/ReinsuranceTestTool,OasisLMF/OasisPlatform,OasisLMF/ZurichWorkshop2018,OasisLMF/OasisUI,OasisLMF/oasis_keys_server",,https://github.com/OasisLMF,oasislmf.github.io,London,,,https://avatars.githubusercontent.com/u/8616323?v=4,,,,4.821917808219178,Natural Resources,2.639570552147239,2.3231083844580778,3.4043967280163603,0.7941578266001347
1214,"<a href=""https://github.com/CriticalAssetManagement/CAMS.git"" style = ""color: black"">CAMS</a>","Critical Asset Management and Disaster Resilience for Islands, Cities, and Communities.",CriticalAssetManagement,https://github.com/CriticalAssetManagement/CAMS.git,github,open-source,Natural Hazard and Poverty,"2022/08/19, 06:37:55",14.0,0.0,12.0,True,Vue,CAMS,CriticalAssetManagement,"Vue,JavaScript,Python,HTML",,,"2021/10/24, 12:10:22",382.0,Apache-2.0,9.0,14.0,"2022/08/18, 20:16:45",1.0,1.0,132.0,132.0,84.0,0.0,0.0,0.6923076923076923,,,0.0,5.0,False,,False,False,,,https://github.com/CriticalAssetManagement,https://climateresilient.world/,,,,https://avatars.githubusercontent.com/u/93081083?v=4,,,,1.0465753424657533,Natural Resources,1.859406952965235,1.4928425357873212,1.0056237218813906,0.4270680146037274
1215,"<a href=""https://github.com/kLabUM/pystorms.git"" style = ""color: black"">pystorms</a>",Simulation Sandbox for the Design and Evaluation of Stormwater Control Algorithms.,kLabUM,https://github.com/kLabUM/pystorms.git,github,,Natural Hazard and Poverty,"2022/10/15, 01:02:29",22.0,1.0,11.0,True,Jupyter Notebook,Real-time water systems lab,kLabUM,"Jupyter Notebook,Python,TeX",https://www.pystorms.org,,"2019/10/01, 19:09:06",1136.0,GPL-3.0,34.0,175.0,"2022/01/08, 05:18:23",3.0,10.0,28.0,4.0,306.0,0.0,0.0,0.1666666666666666,"2022/04/19, 20:31:47",v1.0.0,0.0,4.0,False,,False,False,zhiyu-zhang-tongji/MARL-UDS,,https://github.com/kLabUM,,,,,https://avatars.githubusercontent.com/u/4870591?v=4,,,,3.1123287671232878,Natural Resources,2.275562372188139,0.8440695296523517,1.0046012269938651,0.39353269325441326
1216,"<a href=""https://github.com/oceanmodeling/StormEvents.git"" style = ""color: black"">StormEvents</a>",Provides Python interfaces for observational data surrounding named storm events.,oceanmodeling,https://github.com/oceanmodeling/StormEvents.git,github,,Natural Hazard and Poverty,"2022/07/20, 15:09:56",14.0,0.0,14.0,True,Python,Ocean Modeling Collaboration,oceanmodeling,Python,https://stormevents.readthedocs.io,,"2021/11/05, 13:43:41",370.0,GPL-3.0,173.0,184.0,"2022/07/20, 14:58:05",6.0,37.0,50.0,50.0,113.0,1.0,0.8,0.0268817204301075,"2022/07/13, 15:58:21",v2.0.0,1.0,3.0,False,,False,False,,,https://github.com/oceanmodeling,,,,,https://avatars.githubusercontent.com/u/84859356?v=4,,,,1.0136986301369864,Natural Resources,2.822085889570552,1.1099182004089978,1.2453987730061349,0.4950883782946895
