project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_update,stargazers_count,number_of_dependents,stars_last_year,project_active_checkbox,dominating_language,organization,organization_user_name,languages,homepage,created,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,open_pullrequests,reviews_per_pr,community_development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,organization_avatar,dependents_repos
EnergyDataSimulationChallenge,Allows applicants to demonstrate their ability to analyze and develop software that makes use of big energy production data.,enechange,https://github.com/enechange/EnergyDataSimulationChallenge.git,github,,Datasets on Energy Systems,2022-01-24 06:24,60,0,3,checked,HTML,enechange,ENECHANGE,"HTML,Jupyter Notebook,Ruby,JavaScript,Python,CSS,MATLAB,SCSS,Slim,R,CoffeeScript,Vue,Haml,Dockerfile,Shell,Go,Less,TypeScript,HCL,Makefile",https://enechange.co.jp,2013-08-28 05:08,GPL-3.0,5,1666,2021-06-01 02:58,14,303,304,13,3.30000000,0.90298507,,,0,99,,,,,https://avatars.githubusercontent.com/u/12653157?v=4,
nhdplusTools,This package is a growing set of tools for manipulation of hydrographic data using the NHDPlus data model.,USGS-R,https://github.com/USGS-R/nhdplusTools.git,github,,Water Supply,2022-02-09 13:14,60,0,12,checked,R,USGS-R,USGS-R,"R,Dockerfile",https://usgs-r.github.io/nhdplusTools/,2018-03-27 19:12,CC0-1.0,174,757,2022-02-19 04:35,9,127,247,1,1.90000000,0.08121827,2021-06-23 14:22,v0.4.2,0,7,,,,,https://avatars.githubusercontent.com/u/3188813?v=4,
rebird,"A package to interface with the eBird webservices a real-time, online bird checklist program.",ropensci,https://github.com/ropensci/rebird.git,github,"ebird,rstats,birds,ebird-api,r,ebird-webservices,spocc,r-package",Life Forms and Biodiversity,2022-02-07 19:45,60,0,11,checked,R,ropensci,rOpenSci,"R,Makefile",https://docs.ropensci.org/rebird,2012-02-09 21:35,CUSTOM,3,457,2021-01-25 18:04,1,47,90,0,1.00000000,0.52604167,2021-09-21 03:05,v1.3.0,0,10,,,checked,checked,https://avatars.githubusercontent.com/u/1200269?v=4,
atlas,A library for numerical weather prediction and climate modeling.,ecmwf,https://github.com/ecmwf/atlas.git,github,,Climate and Earth Science,2022-01-20 12:10,59,0,16,checked,C++,ecmwf,European Centre for Medium-Range Weather Forecasts,"C++,Fortran,CMake,Shell,Cuda,C,Python,GLSL",https://sites.ecmwf.int/docs/atlas,2018-02-26 13:44,Apache-2.0,252,4448,2022-02-18 15:43,9,65,86,3,2.20000000,0.32031662,2021-12-03 16:37,0.27.0,0,27,,,,,https://avatars.githubusercontent.com/u/6368067?v=4,
TimeSeriesClustering,"Provides simple integration of multi-dimensional time-series data (e.g. multiple attributes such as wind availability, solar availability, and electricity demand) in a single aggregation process.",holgerteichgraeber,https://github.com/holgerteichgraeber/TimeSeriesClustering.jl.git,github,"clustering,optimization,energy-systems,k-means-clustering,k-medoids-clustering,hierarchical-clustering,representative-days,time-series-aggregation,julia",Energy Modeling and Optimization,2022-02-14 09:44,58,0,11,,Julia,FZJ-IEK3-VSA,,"Julia,TeX",,2018-09-19 22:59,MIT,0,565,2021-01-20 11:19,15,78,116,2,0.70000000,0.39557740,2019-09-10 08:02,v0.5.3,0,7,,,,checked,https://avatars.githubusercontent.com/u/28654423?v=4,
long-live-the-battery,Predicting total battery cycle life time with machine learning.,dsr-18,https://github.com/dsr-18/long-live-the-battery.git,github,,Battery,2022-02-17 03:33,58,0,22,checked,Jupyter Notebook,dsr-18,,"Jupyter Notebook,Python,JavaScript,HTML,Shell",,2019-05-16 13:14,MIT,0,360,2022-02-10 00:15,6,33,34,2,0.10000000,0.45936396,,,0,3,,,,,https://avatars.githubusercontent.com/u/50706126?v=4,
The Flexible Modeling System,"A software framework for supporting the efficient development, construction, execution, and scientific interpretation of atmospheric, oceanic, and climate system models.",NOAA-GFDL,https://github.com/NOAA-GFDL/FMS.git,github,"gfdl,climate-model,fms,climate,infrastructure,netcdf,fortran",Climate and Earth Science,2022-02-14 11:11,58,0,11,checked,Fortran,NOAA-GFDL,NOAA - Geophysical Fluid Dynamics Laboratory,"Fortran,C++,C,Pawn,Makefile,Shell,Pascal,HTML,M4,CMake,NASL,Python",,2014-04-17 16:49,CUSTOM,281,2920,2022-02-17 19:50,77,516,828,14,4.00000000,0.81200245,2021-12-23 18:19,2021.04,2,43,,,checked,checked,https://avatars.githubusercontent.com/u/11219395?v=4,
ModularSensors,This Arduino library gives environmental sensors a common interface of functions for use with Arduino-compatible dataloggers.,EnviroDIY,https://github.com/EnviroDIY/ModularSensors.git,github,"arduino-library,environmental-sensors",Environmental Knowledge Platforms,2022-01-08 20:23,58,0,16,checked,C++,EnviroDIY,EnviroDIY,"C++,C,Shell,PowerShell,Python",https://envirodiy.github.io/ModularSensors/,2017-02-17 19:20,CUSTOM,138,2334,2022-02-04 17:08,59,195,340,8,0.00000000,0.08039216,2021-11-23 17:44,v0.32.2,0,9,,,,,https://avatars.githubusercontent.com/u/16213093?v=4,
Dispa-SET,"Allows to model a power system at any level of detail e.g. micro-grid, region, country, continent.",energy-modelling-toolkit,https://github.com/energy-modelling-toolkit/Dispa-SET.git,github,"python,dispatch,power",Energy Modeling and Optimization,2022-02-18 15:08,58,0,7,checked,Jupyter Notebook,energy-modelling-toolkit,Energy Modelling Toolkit ,"Jupyter Notebook,Python,GAMS,Batchfile",,2017-10-13 16:22,EUPL-1.2,6,473,2022-02-15 15:30,17,20,71,1,0.50000000,0.43529412,2020-03-05 16:45,v2.4,0,11,,,,checked,https://avatars.githubusercontent.com/u/32776077?v=4,
rWBclimate,An R interface for the World Bank climate data used in the World Bank climate knowledge portal.,ropensci,https://github.com/ropensci/rWBclimate.git,github,"r,rstats,r-package",Climate and Earth Science,2021-12-13 17:22,57,0,2,,R,ropensci,rOpenSci,"R,Makefile",https://docs.ropensci.org/rWBclimate,2013-03-06 06:31,CUSTOM,0,121,2020-04-24 17:19,17,5,28,0,0.00000000,0.35353535,,,0,7,,,,,https://avatars.githubusercontent.com/u/1200269?v=4,
LIONSIMBA,"A Matlab framework based on a finite volume model suitable for Li-ion battery design, simulation, and control.",lionsimbatoolbox,https://github.com/lionsimbatoolbox/LIONSIMBA.git,github,,Battery,2021-11-15 19:06,57,0,16,checked,MATLAB,epri-dev,,MATLAB,,2016-08-27 07:55,MIT,3,68,2021-05-14 18:02,2,0,13,0,0.00000000,0.00000000,2020-01-19 20:56,2.1,0,1,,,,,https://avatars.githubusercontent.com/u/10049875?v=4,
Integrated Valuation of Ecosystem Services and Tradeoffs,"A family of tools for quantifying the values of natural capital in clear, credible, and practical ways.",natcap,https://github.com/natcap/invest.git,github,"gis,ecosystem-services,geospatial",Sustainable Investment,2022-02-16 07:30,57,0,34,checked,Python,natcap,The Natural Capital Project,"Python,JavaScript,Cython,NSIS,Shell,Makefile,C++,CSS,HTML,PowerShell,Batchfile",,2020-01-29 22:22,CUSTOM,1836,13833,2022-02-17 21:47,123,451,767,2,2.00000000,0.64211665,2022-02-09 00:12,3.10.2,2,9,,,,,https://avatars.githubusercontent.com/u/7783885?v=4,
resstock,"Helping states, municipalities, utilities, and manufacturers identify which building stock improvements save the most energy and money.",NREL,https://github.com/NREL/resstock.git,github,,Buildings and Cities,2022-01-24 12:00,57,0,11,checked,Ruby,NREL,National Renewable Energy Laboratory,"Ruby,Python,HTML,CSS,Batchfile,Makefile",https://resstock.nrel.gov,2016-04-11 15:37,CUSTOM,2146,7570,2022-02-17 19:23,41,606,786,9,1.20000000,0.40046199,2022-02-09 23:55,v2.5.0,0,22,,,,,https://avatars.githubusercontent.com/u/1906800?v=4,
NLMR,R package to simulate neutral landscape models.,ropensci,https://github.com/ropensci/NLMR.git,github,"r,spatial,landscape-ecology,neutral-landscape-model,rstats,r-package,peer-reviewed",Soil and Land,2022-01-17 18:01,57,0,7,checked,R,ropensci,rOpenSci,"R,C++",https://ropensci.github.io/NLMR/,2017-08-04 15:34,GPL-3.0,19,504,2022-02-14 10:00,13,33,80,1,0.20000000,0.14215686,2021-09-21 12:01,v0.6,0,11,,,,checked,https://avatars.githubusercontent.com/u/1200269?v=4,
SSC,Contains the source code for the technology and financial models contained within the National Renewable Energy Laboratory's System Advisor Model.,NREL,https://github.com/NREL/ssc.git,github,,Sustainable Investment,2022-02-15 21:45,57,0,16,checked,C++,NREL,National Renewable Energy Laboratory,"C++,C,PowerBuilder,CMake,Batchfile,Makefile,HTML,M4,Shell,Python",,2017-06-13 18:40,BSD-3-Clause,669,9418,2022-02-19 01:05,50,478,714,2,1.90000000,0.76115942,2021-12-03 13:27,2021.12.02.r0.ssc.267,0,29,,,,checked,https://avatars.githubusercontent.com/u/1906800?v=4,
marineHeatWaves,A module for Python which implements the Marine Heatwave definition of Hobday et al. (2016).,ecjoliver,https://github.com/ecjoliver/marineHeatWaves.git,github,,Salt and Fresh Water,2022-01-29 22:37,56,0,16,checked,Python,DFO-Ocean-Navigator,,Python,,2015-04-28 07:33,CUSTOM,0,47,2022-02-14 13:31,2,0,0,0,0.00000000,0.00000000,2016-03-16 06:12,v0.16,0,1,,,,,https://avatars.githubusercontent.com/u/29958846?v=4,
Echopype,A package built to enable interoperability and scalability in ocean sonar data processing.,OSOceanAcoustics,https://github.com/OSOceanAcoustics/echopype.git,github,"ocean,acoustics,echosounder,sonar,netcdf,ek60,azfp,xarray,ek80,zarr",Water Supply,2022-02-15 13:40,56,0,19,checked,Python,OSOceanAcoustics,Open-Source Ocean Acoustics,"Python,CSS,HTML,Shell,Dockerfile",https://echopype.readthedocs.io/,2018-08-26 00:59,Apache-2.0,300,1878,2022-02-14 05:16,56,343,498,5,0.60000000,0.54960742,2022-02-11 01:22,v0.5.6,0,20,,,,,https://avatars.githubusercontent.com/u/42682187?v=4,
Mohid,"A modular finite volumes water-modeling system written in ANSI-Fortran95 using an Object-oriented programming philosophy, integrating diverse mathematical models and supporting graphical user interfaces that manage all the pre- and post-processing.",Mohid-Water-Modelling-System,https://github.com/Mohid-Water-Modelling-System/Mohid.git,github,,Salt and Fresh Water,2021-12-10 12:25,56,0,11,checked,Fortran,Mohid-Water-Modelling-System,MOHIDWater Modelling System,"Fortran,C,Roff,C++,C#,Shell,Pascal,Makefile,Cuda,Rich Text Format,CMake,Batchfile",http://www.mohid.com,2015-11-05 16:52,GPL-3.0,48,2929,2022-01-31 15:10,10,43,49,0,0.00000000,0.57878656,2021-11-10 17:38,v21.10,0,24,,,,,https://avatars.githubusercontent.com/u/15635544?v=4,
pvfactors,Open source view-factor model for diffuse shading and bifacial PV modeling.,SunPower,https://github.com/SunPower/pvfactors.git,github,"solar-energy,renewable-energy,python,bifacial",Photovoltaics and Solar Energy,2022-02-19 16:02,56,5,14,checked,Python,SunPower,SunPower,"Python,Makefile",http://sunpower.github.io/pvfactors/,2018-05-14 06:10,BSD-3-Clause,8,102,2022-01-20 23:49,12,95,123,2,2.60000000,0.10989011,2021-03-27 13:39,v1.5.1,0,5,,,,checked,https://avatars.githubusercontent.com/u/1341977?v=4,"thesethtruth/LESO,prathamrg/solarapp,anomam/pvfactors_iea_pvps_study,toddkarin/vocmax,toddkarin/pvtools"
OceanSpy,An open source and user-friendly Python package that enables scientists and interested amateurs to analyze and visualize ocean model datasets.,hainegroup,https://github.com/hainegroup/oceanspy.git,github,"oceanography,ocean,physical-oceanography",Salt and Fresh Water,2022-01-30 02:35,56,0,13,checked,Jupyter Notebook,hainegroup,Thomas Haine Research Group,"Jupyter Notebook,Python,CSS,TeX",https://oceanspy.readthedocs.io,2018-04-09 06:20,MIT,50,1060,2022-02-15 19:08,16,155,207,2,0.50000000,0.50566893,2020-10-17 13:09,v0.2.0,0,9,,,,checked,https://avatars.githubusercontent.com/u/61514340?v=4,
weather-tools,A series of command-line tools to make common data engineering tasks easier for researchers in climate and weather.,google,https://github.com/google/weather-tools.git,github,"python,apache-beam,weather",Climate and Earth Science,2022-02-15 21:15,56,0,56,checked,Python,google,Google,"Python,Shell",https://weather-tools.readthedocs.io/,2021-11-22 22:30,Apache-2.0,103,206,2022-02-16 21:56,30,58,80,2,2.40000000,0.35135135,2022-01-28 22:29,v0.2.0,8,12,,,,checked,https://avatars.githubusercontent.com/u/1342004?v=4,
emissions-api,A solution that provides simple access to emissions data of climate-relevant gases.,emissions-api,https://github.com/emissions-api/emissions-api.git,github,"emissions-api,python,esa,sentinel-5,copernicus,remote-sensing,air-quality,citizen-science,hacktoberfest",Emission Observation and Modeling,2022-01-03 15:50,55,0,13,checked,Python,emissions-api,Emissions API,"Python,Shell,Dockerfile,Mako",https://emissions-api.org,2019-09-27 11:33,MIT,95,357,2022-01-03 15:26,17,357,407,5,0.00000000,0.51479290,,,0,11,,,,checked,https://avatars.githubusercontent.com/u/47664099?v=4,
beep,A set of tools designed to support Battery Evaluation and Early Prediction of cycle life corresponding to the research of the d3batt program and the Toyota Research Institute.,TRI-AMDD,https://github.com/TRI-AMDD/beep.git,github,,Battery,2022-02-19 20:58,55,6,33,checked,Python,TRI-AMDD,Toyota Research Institute - Accelerated Materials Design & Discovery (AMDD),Python,,2020-02-13 23:09,Apache-2.0,748,1957,2022-02-16 15:53,18,491,527,5,0.70000000,0.60610807,2022-02-07 19:41,v2022.2.7.14,0,19,,,checked,checked,https://avatars.githubusercontent.com/u/62159728?v=4,"illacceptanything/illacceptanything,ashukumar27/streamlit-classification,halitAKAYDIN/face-mask-detection,TjGhostMx3/ShortStory,Varat7v2/PERSON-DETECTION-TRAINING,bluesky49/google_map_scraping"
earthdata,A Python library to search and access NASA datasets.,betolink,https://github.com/nsidc/earthdata.git,github,"nasa,nasa-api,openscience,datascience",Environmental Knowledge Platforms,2022-01-07 19:37,55,0,55,checked,Jupyter Notebook,nsidc,National Snow and Ice Data Center,"Jupyter Notebook,Python,Makefile,Shell,CSS",,2021-08-25 15:25,MIT,31,42,2022-02-14 04:21,17,36,40,10,0.00000000,0.12500000,2021-10-14 05:35,v0.1.1-alpha.6,0,4,,,checked,checked,https://avatars.githubusercontent.com/u/1874284?v=4,
RC_BuildingSimulator,A Resistance Capacitance Model for an Energetic Simulation of a Building.,architecture-building-systems,https://github.com/architecture-building-systems/RC_BuildingSimulator.git,github,,Buildings and Cities,2022-02-13 18:45,55,0,13,checked,Python,architecture-building-systems,Architecture and Building Systems,"Python,Shell",,2016-02-29 13:35,CUSTOM,0,235,2021-03-21 01:13,9,23,49,1,0.00000000,0.23557692,2020-08-09 06:52,v0.3,0,7,,,,,https://avatars.githubusercontent.com/u/8478952?v=4,
Temoa,Tools for Energy Model Optimization and Analysis (Temoa) is an open source modeling framework for conducting energy system analysis.,TemoaProject,https://github.com/TemoaProject/temoa.git,github,,Energy Modeling and Optimization,2022-01-10 20:35,54,0,7,checked,Python,IDAES,,"Python,Jupyter Notebook,Shell",http://temoacloud.com,2015-01-10 19:22,GPL-2.0,59,872,2022-02-08 09:20,6,19,28,1,0.00000000,0.66769706,2018-01-09 13:11,v1.0.0,0,12,,,,checked,https://avatars.githubusercontent.com/u/16325231?v=4,
rivamap,An Automated River Analysis and Mapping Engine.,isikdogan,https://github.com/isikdogan/rivamap.git,github,"river,river-networks,mapping,automated-river-analysis",Water Supply,2022-01-08 16:27,54,3,11,,Python,geodynamics,,Python,,2015-10-06 18:35,BSD-3-Clause,0,76,2020-04-06 04:58,2,2,5,0,0.00000000,0.18309859,2016-05-06 06:39,1.0,0,2,,,,,https://avatars.githubusercontent.com/u/4052461?v=4,"illacceptanything/illacceptanything,zsylvester/channelmapper,evan-greenbrg/BarWidth"
DRIP-SLIP,Detecting Realtime Increased Precipitation / Sudden Landslide Identification Product.,NASA-DEVELOP,https://github.com/NASA-DEVELOP/DRIP-SLIP.git,github,,Soil and Land,2021-12-14 14:59,53,0,4,checked,Python,NASA-DEVELOP,,Python,,2016-06-24 15:01,CUSTOM,0,19,2022-01-26 15:50,2,0,0,1,0.00000000,0.38888889,,,0,2,,,,,https://avatars.githubusercontent.com/u/13221515?v=4,
turbinesFoam,A library for simulating wind and marine hydrokinetic turbines in OpenFOAM using the actuator line method.,turbinesFoam,https://github.com/turbinesFoam/turbinesFoam.git,github,"openfoam,turbines,airfoils,blade-element,actuator-line,wind-energy",Wind Power,2021-11-23 08:57,53,0,11,checked,C++,turbinesFoam,turbinesFoam,"C++,C,Python,Roff,Shell",,2014-06-24 19:30,GPL-3.0,13,1188,2021-12-26 14:29,123,58,217,5,1.30000000,0.02933089,2019-11-15 01:53,v0.1.1,0,5,,,,,https://avatars.githubusercontent.com/u/10404114?v=4,
ICAR,"A simplified atmospheric model designed primarily for climate downscaling, atmospheric sensitivity tests, and hopefully educational uses.",NCAR,https://github.com/NCAR/icar.git,github,"icar,netcdf,climate,downscaling,regional-climate-model,precipitation",Atmosphere,2022-02-11 03:37,53,0,7,checked,Fortran,NCAR,National Center for Atmospheric Research,"Fortran,Python,Makefile,Shell,C++,Pascal,Assembly",,2015-10-27 20:50,MIT,66,1595,2022-02-03 20:11,7,82,100,1,0.10000000,0.06012658,2016-06-01 03:06,0.9.3,0,13,,,,,https://avatars.githubusercontent.com/u/2007542?v=4,
Global Flood Database Scripts & Data,Used to produce the Global Flood Database and assess changes in population exposed to floods.,cloudtostreet,https://github.com/cloudtostreet/MODIS_GlobalFloodDatabase.git,github,,Salt and Fresh Water,2021-12-15 08:09,53,0,53,checked,Jupyter Notebook,cloudtostreet,Cloud to Street,"Jupyter Notebook,Python,R",,2021-04-23 18:06,MIT,8,8,2022-01-24 04:43,0,0,2,0,0.00000000,0.50000000,2021-04-23 18:13,v1.0.0,0,3,,,,,https://avatars.githubusercontent.com/u/33142951?v=4,
pytesmo,Python Toolbox for the Evaluation of Soil Moisture Observations.,TUW-GEO,https://github.com/TUW-GEO/pytesmo.git,github,"python,remote-sensing,soil-moisture,earth-science,validation",Soil and Land,2022-02-13 01:01,53,0,20,checked,Python,TUW-GEO,TU Wien - Department of Geodesy and Geoinformation,"Python,Cython",https://pytesmo.readthedocs.io,2013-08-12 13:22,CUSTOM,161,933,2022-01-20 16:51,14,173,251,1,0.30000000,0.64112150,2022-01-12 09:59,v0.13.4,0,13,,,,,https://avatars.githubusercontent.com/u/5213740?v=4,
bifacial_radiance,Toolkit for working with RADIANCE for the ray-trace modeling of Bifacial Photovoltaics.,NREL,https://github.com/NREL/bifacial_radiance.git,github,"radiance,bifacial,photovoltaics,renewable-energy,renewables,gui",Photovoltaics and Solar Energy,2022-02-05 21:46,53,0,14,checked,Python,NREL,National Renewable Energy Laboratory,"Python,C++,TeX,C,Shell,Makefile,Awk",https://bifacial-radiance.readthedocs.io,2017-12-13 17:56,BSD-3-Clause,319,1429,2022-02-18 16:46,62,112,323,0,0.00000000,0.36534840,2022-02-14 21:04,v0.4.0-dev2,0,8,,,,,https://avatars.githubusercontent.com/u/1906800?v=4,
IPCC AR6 Chapter 9 Figures,Code and data for all figures from Chapter 9 of the IPCC AR6.,IPCC-WG1,https://github.com/IPCC-WG1/Chapter-9.git,github,,Climate and Earth Science,2022-02-07 22:30,53,0,53,checked,MATLAB,IPCC-WG1,IPCC-WG1,"MATLAB,HTML,Jupyter Notebook,Python,Fortran,Shell,R",,2021-08-17 11:09,BSD-3-Clause,171,217,2022-01-20 00:10,0,4,4,0,0.25000000,0.22807018,2021-08-18 14:09,v.1.0,0,7,,,,checked,https://avatars.githubusercontent.com/u/50878063?v=4,
DeepTreeAttention,Hyperspectral Image Classification with Attention Aided CNNs.,weecology,https://github.com/weecology/DeepTreeAttention.git,github,,Life Forms and Biodiversity,2022-02-13 02:21,52,0,27,checked,Python,weecology,Weecology,"Python,Shell",,2020-06-01 14:14,MIT,619,2804,2022-02-19 05:11,18,11,104,1,0.00000000,0.00159236,2020-11-10 17:30,v0.0.4,0,3,,,,,https://avatars.githubusercontent.com/u/1156696?v=4,
NoiseCapture,Android App dedicated to the measurement of environmental noise.,Ifsttar,https://github.com/Ifsttar/NoiseCapture.git,github,"measurements,noise-maps,collaborative-science,android",Mobility and Transportation,2022-01-25 22:39,52,0,10,checked,Java,Ifsttar,"Ifsttar - French Institute of Science and Technology for Transport, Development and Networks","Java,Groovy,HTML,CSS,JavaScript,Scheme,Python,MATLAB",http://noise-planet.org/fr/noisecapture.html,2015-03-25 14:45,GPL-3.0,58,940,2022-01-03 09:19,71,163,295,0,0.00000000,0.14896989,2021-12-10 07:39,v1.2.22,0,5,,,,,https://avatars.githubusercontent.com/u/7008647?v=4,
STM32 Energy Monitoring,"The following resources are a work in progress guide to using the STM32 platform for energy monitoring, being written as part of development work into the next generation of OpenEnergyMonitor hardware.",openenergymonitor,https://github.com/openenergymonitor/STM32.git,github,,Energy Monitoring and Control,2022-02-13 14:38,52,0,13,checked,C++,openenergymonitor,OpenEnergyMonitor,"C++,C,Assembly,Makefile,Rich Text Format,Shell,Python",,2018-03-17 09:39,Apache-2.0,9,383,2021-04-09 16:45,0,17,19,0,0.00000000,0.25409836,,,0,3,,,,,https://avatars.githubusercontent.com/u/758944?v=4,
AirCasting,"The project aims to build a platform for gathering, visualization and sharing of environmental data.",HabitatMap,https://github.com/HabitatMap/AirCasting.git,github,,Air Quality,2022-02-07 15:25,52,0,4,checked,Ruby,HabitatMap,HabitatMap,"Ruby,Elm,JavaScript,SCSS,HTML,Haml,Shell",http://aircasting.org,2012-01-17 13:18,AGPL-3.0,28,3196,2022-02-12 06:43,36,409,426,33,0.00000000,0.70537546,,,0,21,,,,,https://avatars.githubusercontent.com/u/4368191?v=4,
argos,"A tool to measure consumption of a given Docker command and see its performance evolution. Argos is able to measure CPU, memory and network usage of Docker containers for a given command. By measuring resource consumption of dockerized E2E tests, Argos allows to compare the consumption of an app between its different versions.",marmelab,https://github.com/marmelab/argos.git,github,,Computation and Communication,2022-01-14 09:35,51,0,6,checked,JavaScript,marmelab,marmelab,"JavaScript,Makefile,HTML,Dockerfile",,2020-02-19 17:20,BSD-3-Clause,0,147,2022-02-13 11:28,19,47,47,18,0.00000000,0.34210526,,,0,4,,,,,https://avatars.githubusercontent.com/u/3116319?v=4,
LEAF,"Simulator for modeling energy consumption in cloud, fog, and edge computing environments.",dos-group,https://github.com/dos-group/leaf.git,github,"simulation,modeling,fog-computing,edge-computing,energy-consumption",Computation and Communication,2022-02-15 08:18,51,1,42,checked,Python,DOS Group at TU Berlin,dos-group,Python,https://leaf.readthedocs.io,2021-01-22 17:00,MIT,15,32,2021-12-02 17:23,0,7,7,0,0.00000000,0.00000000,2021-12-07 18:03,0.3.0,0,1,,,,,https://avatars.githubusercontent.com/u/5664005?v=4,ide3a/connecticity
gtfs-router,An R package for routing with GTFS (General Transit Feed Specification) data.,ATFutures,https://github.com/ATFutures/gtfs-router.git,github,"gtfs,public-transportation,router,gtfs-router,r-package",Mobility and Transportation,2022-01-30 06:25,51,0,10,checked,R,ATFutures,Active Transport Futures,"R,C++,Makefile",https://atfutures.github.io/gtfs-router/,2019-01-28 08:28,GPL-3.0,141,703,2021-10-24 20:22,12,8,75,0,0.00000000,0.04227405,2021-06-11 09:09,v0.0.5,0,4,,,,,https://avatars.githubusercontent.com/u/32261335?v=4,
Climate change in the contiguous United States,The Washington Post's analysis of NOAA climate change data for the contiguous United States.,washingtonpost,https://github.com/washingtonpost/data-2C-beyond-the-limit-usa.git,github,,Environmental Knowledge Platforms,2021-11-15 11:55,51,0,6,checked,HTML,washingtonpost,The Washington Post,"HTML,Makefile",,2020-08-07 12:59,CUSTOM,0,4,2021-10-04 14:16,0,0,0,0,0.00000000,0.00000000,,,0,1,,,,,https://avatars.githubusercontent.com/u/1963554?v=4,
OpenClimate,"An open source initiative exploring the application of distributed ledger technology and other emerging technologies, such as IoT, big data and machine learning, to the challenge of helping the world keep a transparent climate accounting system towards the climate targets.",YaleOpenLab,https://github.com/YaleOpenLab/openclimate-demo.git,github,"climate,climate-change,climate-change-mitigation,backend,go,golang,python3",Environmental Knowledge Platforms,2022-01-23 02:35,51,0,4,,Go,YaleOpenLab,Yale OpenLab,"Go,Python",,2019-06-17 14:38,LGPL-3.0,0,369,2020-01-21 19:01,5,23,29,1,0.00000000,0.47916667,,,0,6,,,,,https://avatars.githubusercontent.com/u/38900160?v=4,
Global Carbon Budget,"An annual living data publication of carbon cycle sources and sinks, generated from multiple data sources and by multiple organisations and research groups.",openclimatedata,https://github.com/openclimatedata/global-carbon-budget.git,github,data-package,Emission Observation and Modeling,2021-11-05 08:11,50,0,7,,Python,openclimatedata,Open Climate Data,"Python,Makefile",,2016-07-21 14:29,Apache-2.0,0,93,2019-12-09 17:36,1,2,6,0,0.50000000,0.09090909,,,0,2,,,,,https://avatars.githubusercontent.com/u/20420557?v=4,
ONEARMY,A series of tools for the Precious Plastic community to collaborate around the world and tackle plastic waste.,ONEARMY,https://github.com/ONEARMY/precious-plastic.git,github,,Circular Economy and Waste,2021-12-03 13:04,50,0,2,checked,HTML,ONEARMY,ONE ARMY,"HTML,CSS",http://preciousplastic.com,2016-02-27 10:27,CC0-1.0,6,658,2020-09-28 23:35,0,19,89,0,0.20000000,0.32835821,2020-01-06 19:07,3.0,0,8,,,,,https://avatars.githubusercontent.com/u/43448126?v=4,
OpenNEM,Aims to make the wealth of public National Electricity Market data more accessible to a wider audience.,opennem,https://github.com/opennem/opennem-fe.git,github,"national-electricity-market,vue,bulma-css,d3,nuxtjs,nuxt,vuejs,d3js,australia",Datasets on Energy Systems,2022-02-08 03:34,50,0,13,checked,Vue,opennem,OpenNEM,"Vue,JavaScript,SCSS,HTML,Shell",https://opennem.org.au,2017-09-16 01:54,MIT,470,2857,2022-02-13 01:24,23,37,51,0,0.00000000,0.00679185,2022-02-13 01:25,v4.7.8,0,5,,,,,https://avatars.githubusercontent.com/u/39894852?v=4,
PVMismatch,An explicit Python PV system IV & PV curve trace calculator which can also calculate mismatch.,SunPower,https://github.com/SunPower/PVMismatch.git,github,"numpy,scipy,python,solar,photovoltaic",Photovoltaics and Solar Energy,2021-11-23 09:50,50,0,2,checked,Jupyter Notebook,SunPower,SunPower,"Jupyter Notebook,Python,Makefile,Batchfile",http://sunpower.github.io/PVMismatch/,2013-01-23 00:26,BSD-3-Clause,0,413,2021-03-26 18:14,48,40,94,5,2.20000000,0.17101449,2019-05-11 20:24,v4.1,0,7,,,,checked,https://avatars.githubusercontent.com/u/1341977?v=4,
SDGIO,The repository for the Sustainable Development Goals Interface Ontology.,SDG-InterfaceOntology,https://github.com/SDG-InterfaceOntology/sdgio.git,github,,Environmental Knowledge Platforms,2022-01-26 21:25,50,0,8,,Makefile,SDG-InterfaceOntology,,"Makefile,Python,Shell,Perl",,2015-08-05 15:16,Apache-2.0,0,504,2019-10-01 06:20,117,19,121,1,15.00000000,0.65869565,2018-08-10 19:58,v2018-08-10,0,7,,,,,https://avatars.githubusercontent.com/u/13662304?v=4,
eplusr,"Provides a rich toolkit of using whole building energy simulation program EnergyPlus directly in R, which enables programmatic navigation, modification of EnergyPlus, conducts parametric simulations and retrieves outputs.",hongyuanjia,https://github.com/hongyuanjia/eplusr.git,github,"energyplus,r,idf,idd,eplus,r6,parametric-simulation,epw,energyplus-models,simulation,energy-simulation",Buildings and Cities,2022-01-20 15:01,50,0,12,checked,R,LBNL-ETA,,"R,Shell,Dockerfile",https://hongyuanjia.github.io/eplusr,2017-04-26 15:16,CUSTOM,61,1823,2022-02-18 13:43,31,217,471,2,0.00000000,0.00000000,2022-01-21 08:55,v0.15.1,0,1,,,checked,,https://avatars.githubusercontent.com/u/14825882?v=4,
